Unnamed: 0;Аналитика;Код;Артикул;Количество;Себестоимость
4337.0;СИЛА Лента герметизирующая SFLEX-1015B ремонтная сверхсильная 10 см х 1.5 м черная 7264 792116;792116.0;lБ0050342;14;3055.26
4338.0;СИЛА Лента герметизирующая SFLEX-1015W ремонтная сверхсильная 10 см х 1.5 м прозрачная 792117;792117.0;lБ0050343;19;4149.45
4339.0;СИЛА Лента для труб самоклеящаяся ПВХ 48мм рулон 5м 48/5 серый TPD72-03 7265 388451;388451.0;lC0044592;12;692.64
4340.0;СИЛА Супер-лента 48/5 полиэтилен, акрил+хлопок TCL72-02 7302 388441;388441.0;lC0044591;12;846.89
4341.0;Супер-Клей Гель СИЛА 3г BL12 блистер-карта (цена за 1шт, отгрузка кратно 12шт) SSGBL12-3 0771 335425;335425.0;lC0042300;636;17817.57
4342.0;Супер-Клей СИЛА 29 1г BL12 лента (цена за 1шт, отгрузка кратно 12шт) SSBL12-1 5999 680635;680635.0;lБ0034921;672;6457.06
4343.0;Супер-Клей СИЛА 29 6г BL1 (шоубокс 12шт) SSBL1-6 9904 680636;680636.0;lБ0034923;12;541.38
4344.0;Супер-Клей СИЛА 3г BL1 (шоубокс 12шт) SBL1-3 0740 335422;335422.0;lC0039198;12;321.96
4345.0;Супер-Клей СИЛА 505 6г туба кор. 505-6 3261 680577;680577.0;lБ0033120;6;164.7
4346.0;Супер-Клей СИЛА Сверхпрочный 3г BL12 (цена за 1шт, лента по 12шт) SSBL12-3 6030 381313;381313.0;lC0042302;36;651.47
4347.0;ТРОФИ фонарь налобный TG9 (акк. 4V 0.9Ah) 9св/д, черный/пластик, 2 режима, з/у 220V 402564;402564.0;lC0045557;3;792.79
4348.0;ТРОФИ фонарь пушлайт SB-101 подсветка  СОВ, 3хААА, белый, 1шт в пак. 0255 805367;805367.0;lБ0052747;10;513.55
4349.0;ТРОФИ фонарь-прожектор TSP10 (акк. 4V 1.5Ah) 15св/д, черн./пластик, 2 режима, вилка 220V 426368;426368.0;lБ0016537;1;411.54
4350.0;Элемент питания Kodak 6F22 крона BL1 4689;4689.0;lБ0005137;24;1254.96
4351.0;Э/п Kodak MAX Lithium CR1632 BL1 659279;659279.0;lБ0029113;5;248.4
4352.0;Элемент питания Kodak MAX Lithium CR2032 BL5 618595;618595.0;lБ0018717;50;1463.7
4353.0;Элемент питания Kodak MAX LR03/286 BL10 421080;421080.0;lБ0005125;130;3609.84
4354.0;Элемент питания Kodak MAX LR03/286 BL4 4943;4943.0;lБ0005124;24;766.77
4355.0;Элемент питания Kodak MAX LR14/343 BL2 5270;5270.0;lБ0005123;2;195.94
4356.0;Элемент питания Kodak MAX LR6/316 BL10 421079;421079.0;lБ0005126;130;3609.84
4357.0;Элемент питания Kodak MAX LR6/316 BL4 4944;4944.0;lБ0005120;24;766.77
4358.0;Элемент питания Kodak R03/286 4S 59335;59335.0;lБ0005139;1140;10090.8
4359.0;Элемент питания Kodak R03/286 BL4 59334;59334.0;lБ0005118;36;386.28
4360.0;Элемент питания Kodak R14/343  2S 6143;6143.0;lБ0005140;12;355.68
4361.0;Элемент питания Kodak  R20/373  2S 6142;6142.0;lБ0005138;14;662.19
4362.0;Элемент питания Kodak R6/316 4S 6144;6144.0;lБ0005141;116;1027.86
4363.0;Элемент питания Kodak R6/316 BL4 3462;3462.0;lБ0005119;24;257.52
4364.0;Элемент питания Kodak ULTRA PREMIUM LR03/286 BL4 583087;583087.0;lБ0005128;24;885.08
4365.0;Элемент питания Kodak ULTRA PREMIUM LR6/316 BL4 583088;583088.0;lБ0005248;24;880.8
4366.0;Элемент питания Kodak XTRALIFE LR03/286 BL4 583085;583085.0;lБ0014329;36;835.56
4367.0;Э/п Kodak XTRALIFE LR06/316 bulk 20 815636;815636.0;lБ0054765;20;420.58
4368.0;Элемент питания Kodak XTRALIFE LR6/316 BL4 583086;583086.0;lБ0014328;24;557.04
4369.0;Э/п Philips литиевые CR2032 2BL CR2032P2/51 888544;888544.0;lБ0062716;40;2937.6
4370.0;Э/п Philips крона 9V 6LR61/9V 6F22 1BL Power 6LR61P1B/51 888543;888543.0;lБ0062717;5;955.65
4371.0;Э/п Philips LR03/286/AAA алкалиновые 1,5v 4BL Power  LR03P4B/51 888546;888546.0;lБ0062736;96;3528
4372.0;Э/п ТРОФИ BASIC ENERGY POWER LR03/286 BL4 378822;378822.0;lC0034915;120;2158.59
4373.0;Э/п ТРОФИ BASIC ENERGY POWER LR23A 12V BL5 344351;344351.0;lC0034938;10;227.76
4374.0;Э/п ТРОФИ BASIC ENERGY POWER LR6/316 BL4 232402;232402.0;lC0034657;160;2881.6
4375.0;Элемент питания ТРОФИ HEAVY DUTY R03/286 4S Классика 521192;521192.0;Б0012907;168;461.37
4376.0;Элемент питания ТРОФИ HEAVY DUTY R14/343 2S Классика 647775;647775.0;lБ0023145;24;387.84
4377.0;Элемент питания ТРОФИ HEAVY DUTY R20/373 2S Классика 647774;647774.0;lБ0023146;10;236.6
4378.0;Элемент питания ТРОФИ SUPER HEAVY DUTY 6F22 крона 1S 63484;63484.0;lC0033717;30;750.67
4379.0;Элемент питания ЭРА LR03/286 BL4 0887 660652;660652.0;lC0038451;32;589.05
4380.0;Э/п ЭРА LR03/286 Super Alkaline box28 1247 660656;660656.0;lБ0002909;28;375.65
4381.0;Элемент питания ЭРА LR6/316 BL4 0849 335201;335201.0;lC0038450;228;4189.99
4382.0;Э/п ЭРА LR6/316 Super Alkaline box28 1261 660655;660655.0;lБ0002910;28;373.8
4383.0;ЭРА 14-2105-03  СУ роз. 1 мест. 16A-250В,  Elegance, алюминий 3912 738409;738409.0;lБ0034286;15;2107.87
4384.0;ЭРА DK80 BK св-к встр. под лампу GX53, 220V,13W, черный 5174 646284;646284.0;lБ0019577;40;5431.3
4385.0;ЭРА ECO GX53 10W(800lm) 4000K 4K 27х75 LED-GX-10W-840-GX53 R 5023 799275;799275.0;lБ0050605;30;1151.41
4386.0;ЭРА ECO GX53 10W(800lm) 6500K 6K 27х75 LED-GX-10W-865-GX53 R 5499 734620;734620.0;lБ0045328;109;4395.39
4387.0;ЭРА ECO GX53 12W(960lm) 4000K 4K 27х75 LED-GX-12W-840-GX53 R 8815 765451;765451.0;lБ0048013;130;5349.01
4388.0;ЭРА ECO GX53 12W(960lm) 6500K 6K 27х75 LED-GX-12W-865-GX53 R 8846 765452;765452.0;lБ0048014;329;14043.89
4389.0;ЭРА ECO GX53 8W(640lm) 4000K 4K 27х75 LED-GX-8W-840-GX53 R 1077 799293;799293.0;lБ0052657;20;711.36
4390.0;ЭРА ECO GX53 8W(640lm) 6500K 6K 27х75 LED-GX-8W-865-GX53 R 5642 734623;734623.0;lБ0045333;100;3389.9
4391.0;ЭРА ECO MR16 GU10 11W (880lm) 4000K 4K MR16-11W-840-GU10 R  50х50 799278;799278.0;lБ0050693;30;1309.81
4392.0;ЭРА ECO MR16 GU5.3 220V 5W(400lm) 6500K 6K 50х50 MR16-5W-865-GU5.3 6120 734632;734632.0;lБ0045349;10;318.6
4393.0;ЭРА ECO ЛОН A55 E27 8W (640lm) 4000K 4K   A55-8W-840-E27 R 100х55 799288;799288.0;lБ0052382;10;354
4394.0;ЭРА ECO ЛОН A60 E27 10W(800lm) 4000 4K 140х60 R A60-10W-840-E27 0488 763773;763773.0;lБ0049635;50;1837.5
4395.0;ЭРА ECO ЛОН A60 E27 10W(800lm) 6500K 6K 112х60 A60-10W-865-E27 5376 734612;734612.0;lБ0045324;29;1067.28
4396.0;ЭРА ECO ЛОН A60 E27 12W(960lm) 4000K 4K R 140х60 A60-12W-840-E27 0518 763774;763774.0;lБ0049636;20;782.4
4397.0;ЭРА ECO ЛОН A60 E27 12W(960lm) 6500K 6K 112х60 A60-12W-865-E27 5406 734613;734613.0;lБ0045325;8;316.01
4398.0;ЭРА ECO ЛОН A60 E27 15W(1200lm) 6500K 6K 116х60 A60-15W-865-E27 7769 734616;734616.0;lБ0046357;20;901.06
4399.0;ЭРА ECO ЛОН A65 E27 20W(1600lm) 6500K 6K 132х65 A65-20W-865-E27 5437 734619;734619.0;lБ0045326;20;1043.33
4400.0;ЭРА ECO ЛОН A65 E27 25W(2000Lm) 2700K 2K 132х63 A65-25W-827-E27 R 8693 765445;765445.0;lБ0048009;-1;-95.7
4401.0;ЭРА ECO ЛОН A65 E27 25W(2000Lm) 4000K 4K 132х63 A65-25W-840-E27 R 8723 765446;765446.0;lБ0048010;10;711.36
4402.0;ЭРА ECO ЛОН A65 E27 25W(2000lm) 6500K 132х65 A65-25W-865-E27 8754 763796;763796.0;lБ0048011;30;2134.08
4403.0;ЭРА ECO свеча B35 E14 10W(800lm) 4000K 4K R B35-10w-840-E14 0822 782929;782929.0;lБ0049642;10;390
4404.0;ЭРА ECO свеча B35 E14 10W(800lm) 6500K 6K 100х37 B35-10W-865-E14 5765 734624;734624.0;lБ0045337;40;1560
4405.0;ЭРА ECO свеча B35 E14 8W(640lm) 4000K 4K 120x35 B35-8W-840-E14 R 2092 780543;780543.0;lБ0050200;10;355.7
4406.0;ЭРА ECO свеча B35 E14 8W(640lm) 6500K 6K 100х37 B35-8W-865-E14 5888 734628;734628.0;lБ0045341;30;1067.04
4407.0;ЭРА ECO свеча B35 E27 10W (800lm) 4000K 4K  B35-10W-840-E27 R 103х37 799280;799280.0;lБ0050696;10;390
4408.0;Лампа св/д ЭРА ECO шар P45 E27 8W 2700K 2K 3631 656746;656746.0;lБ0030024;10;369.5
4409.0;ЭРА ERAUF024-01 св-к садово-парковый Фейерверк на солн. батарее 6832 730889;730889.0;lБ0044216;2;1281.82
4410.0;ЭРА FITO комплектб/п+лента св/д для растений 12V красн-синий спектр 2м 22,6 мкмоль/с IP65 фито 57282 836975;836975.0;lБ0057282;1;395.58
4411.0;ЭРА FR-1 Рамка для намотки провода ДхШхВ 410х160х30мм БОЛЬШАЯ удлинителя пластик 2400 736043;736043.0;lБ0047877;5;187.8
4412.0;ЭРА GX53 H4 св-к Белый 38x106(90) (кратно 10!) KL35 WН-10/1 3565 782827;782827.0;lБ0048950;99;4047.93
4413.0;ЭРА KL35 WH eco св-к под лампу GX53 220V max13W белый 106(90)x38 2395 696003;696003.0;lБ0041927;50;2290.08
4414.0;ЭРА KUP-68-45-blue кор. уст. КУП 68х45мм для полых стен саморез. пласт. лапк. синяя IP30 1324 686455;686455.0;lБ0037430;20;178.4
4415.0;ЭРА PRO150BLACK изолента ПВХ 19/20 черная 0.15х19 мм, 20м (-50°С +90°С) 220% растяж 6023 646559;646559.0;lБ0027917;15;888.26
4416.0;ЭРА PRO150BLUE изолента ПВХ 19/20 синяя 0.15х19 мм, 20м (-50°С +90°С) 220% растяж (профес.) 6016 646558;646558.0;lБ0027918;15;888.27
4417.0;ЭРА PS1500-r Зажим промежуточный PS1500 (10-95) (ИУ 1шт) ШК (РФ) 6710 686484;686484.0;lБ0036716;10;1564.99
4418.0;ЭРА SIMPLE автоматический выкл. ВА47-29 1P 20А 4,5кА х-ка C mod-04 715047;715047.0;lБ0039221;12;754.92
4419.0;ЭРА SIMPLE автоматический выкл. ВА47-29 2P 32А 4,5кА х-ка C mod-15 715058;715058.0;lБ0039232;6;797.85
4420.0;ЭРА SIMPLE бокс (корпус) пластик КМПн- 5 мод. (ЩРН) навесной, опломбировка, серый IP65 737606;737606.0;lБ0046404;2;837.28
4421.0;ЭРА SIMPLE бокс (корпус) пластик ЩРВ-П-12 мод. встраиваемый IP41 699247;699247.0;lБ0041513;1;458.73
4422.0;ЭРА SIMPLE бокс (корпус) пластик ЩРВ-П-24 мод. встраиваемый IP41 699253;699253.0;lБ0041516;2;1909.68
4423.0;ЭРА SIMPLE бокс (корпус) пластик ЩРН-П- 4 мод. навесной IP41 699258;699258.0;lБ0041521;5;1307.9
4424.0;ЭРА SIMPLE бокс (корпус) пластик ЩРН-П- 6 мод. навесной БЕЛЫЙ с дымчатой дверцей IP41 9029 699260;699260.0;lБ0041522;12;3827.83
4425.0;ЭРА SIMPLE бокс (корпус) пластик ЩРН-П- 8 мод. навесной (без компл.) белый 4039 757023;757023.0;lБ0047721;1;257.15
4426.0;ЭРА SIMPLE бокс (корпус) пластик ЩРН-П-10 мод. навесной БЕЛЫЙ с дымчатой дверцей IP41 699246;699246.0;lБ0041524;5;2393.98
4427.0;ЭРА SIMPLE бокс (корпус) пластик ЩРН-П-12 мод. навесной (без компл.) белый 4077 757025;757025.0;lБ0047723;1;376.46
4428.0;ЭРА SIMPLE бокс (корпус) пластик ЩРН-П-12 мод. навесной БЕЛЫЙ с дымчатой дверцей IP41 9081 699248;699248.0;lБ0041525;12;5411.83
4429.0;ЭРА SIMPLE бокс (корпус) пластик ЩРН-П-15 мод. навесной БЕЛЫЙ с дымчатой дверцей IP41 699250;699250.0;lБ0041526;5;3148.39
4430.0;ЭРА SIMPLE бокс (корпус) пластик ЩРН-П-18 мод. навесной БЕЛЫЙ с дымчатой дверцей IP41 699252;699252.0;lБ0041527;5;3652.59
4431.0;ЭРА SIMPLE кабель витая пара U/UTP 4х2х24 AWG Cat5e CCA, 305м, (цена за м) 888080;888080.0;lБ0044434;305;2786.79
4432.0;ЭРА SIMPLE кабель коакс. RG-6U, 75 Ом, CCS (оплетка Al 48%) белый, 100м (цена за бухту) 735118;735118.0;lБ0044596_;1;1085.39
4433.0;ЭРА SIMPLE щит (корпус) метал. ЩМП-01 (410х220х175) IP31 715015;715015.0;lБ0041652;2;2761.95
4434.0;ЭРА SIMPLE щит (корпус) метал. ЩРН-12 навесной (250х300х120) IP31 715023;715023.0;lБ0041673;5;4344.6
4435.0;ЭРА SIMPLE щит (корпус) метал. ЩРН-12 навесной (250х300х120) IP54 715025;715025.0;lБ0041689;1;1456.6
4436.0;ЭРА SIMPLE щит (корпус) метал. ЩРН-18 навесной (300х400х120) IP31 724657;724657.0;lБ0041674;2;2258.63
4437.0;ЭРА SIMPLE щит (корпус) метал. ЩРН-24 навесной (330х300х120) IP31 715024;715024.0;lБ0041675;1;1021.74
4438.0;ЭРА SIMPLE щит (корпус) метал. ЩРН-24 навесной (330х300х120) IP54 724659;724659.0;lБ0041690;6;10742.64
4439.0;ЭРА SIMPLE щит (корпус) метал. ЩРН-36 навесной (480х300х120) IP31 724658;724658.0;lБ0041676;2;2725.01
4440.0;ЭРА SIMPLE щит (корпус) метал. ЩУРН-1/6 (285х190х145мм) IP31 (в компл. замок, ключи, DIN-рейка) 724650;724650.0;lБ0041651;3;2381.37
4441.0;"ЭРА SPB-6 св-к св/д декоративный 12W 4000К 4К 960Лм ""Элемент"" 263х86 678870";678870.0;lБ0032252;-1;-288.36
4442.0;ЭРА SPB-6 св/д декоративный 36W(2700lm) 6500K 6K Sparkle 408х109 1226 814532;814532.0;lБ0054058;1;556.66
4443.0;ЭРА Trend бокс (корпус) пластик ЩРН-П-06 мод. навесной IP41 Турция 813098;813098.0;lБ0052637;2;760.41
4444.0;ЭРА бокс (корпус) пластик КМПн 1/2 белый с прозр.крышкой (Уп. 56шт.) (штр.код только на гр.уп.)5060 800028;800028.0;lБ0051470;17;1469.06
4445.0;ЭРА бокс (корпус) пластик КМПн 2/4 белый с прозр.крышкой (Уп. 28 шт.) (штр.код только на гр.уп.)5275 800029;800029.0;lБ0051471;8;848.64
4446.0;ЭРА Вилка Vx1-B 10А (прямая, черная, АBS-пластик) 0096 698541;698541.0;lБ0039672;48;1225
4447.0;ЭРА Вилка Vx1-W 10А (прямая, белая) 0065 698542;698542.0;lБ0039671;48;1225.04
4448.0;ЭРА вилка прямая каучук 2P+PE 1х16А 220-240V красная IP44 V8-RED 4929 (Турция) 736063;736063.0;lБ0044547;30;2764.8
4449.0;ЭРА вилка прямая каучук 2P+PE 1х16А 220-240V черная IP44 V8-B 4714 (Турция) 736062;736062.0;lБ0044540;46;4167.6
4450.0;ЭРА вилка угловая каучук 2P+PE 1х16А 220-240V красная IP44 V9-RED 4981 (Турция) 736065;736065.0;lБ0044549;18;1778.76
4451.0;ЭРА вилка угловая каучук 2P+PE 1х16А 220-240V черная IP44 V9-B 4776 (Турция) 736064;736064.0;lБ0044542;46;4493.17
4452.0;ЭРА вилка угловая каучук 2Р+РЕ 1х16А 220-240V красная VX11-R-IP44 (РБ) 5916 819373;819373.0;lБ0055417;10;696.39
4453.0;ЭРА вилка угловая с кольцом каучук 2Р+РЕ 1х16А 220-240V черная VX11-B-IP44 (РБ) 5893 819372;819372.0;lБ0055416;30;1978.5
4454.0;ЭРА драйвер (блок питания) для св/д лент LP-LED 12V 75W IP20 188х46х35 slim 61122 889303;889303.0;lБ0061122;3;1025.67
4455.0;ЭРА Зажим анкерный клиновой PA2200 (70-95мм2) 2200кгс до 1кВ (РФ) 8667 663883;663883.0;lБ0029955;3;1394.27
4456.0;ЭРА Зажим прокалывающий ответвительный P1X-16-95 (16-95/1,5-16) 6014 715204;715204.0;lБ0037745;60;5398.85
4457.0;ЭРА Зажим прокалывающий ответвительный P1X-95 (16-95мм2 / 1,5-10мм2) до 1кВ SLIW50 (РФ) 8445 663874;663874.0;lБ0029906;12;1007.14
4458.0;ЭРА Зажим прокалывающий ответвительный P2X-35-95 (16-95/4-35) 5470 715217;715217.0;lБ0043119;48;6215.04
4459.0;ЭРА Зажим прокалывающий ответвительный P2X-95 (16-95мм2 /2,5-35мм2) до 1кВ SLIW54 (РФ) 8476 663875;663875.0;lБ0029962;36;4149.09
4460.0;ЭРА Зажим промежуточный PS1500 (10-95мм2) 1200кгс до 1кВ SO265 (РФ) 8773 663886;663886.0;lБ0029914;18;2582.24
4461.0;Эра звонок беспроводной C94 , 52 мелод., с кнопкой, 200 м, от сети/A23, черный 6321 820123;820123.0;lБ0054085;1;627.74
4462.0;ЭРА звонок беспроводной аналог. A01 100м, 32 мелодии 2хAA/A23 с кнопкой IP20 пакет 0819 582366;582366.0;lБ0019873;4;990.91
4463.0;ЭРА изолента ПВХ 15/10 (уп. 5 шт, цена за шт.: черная, красная, белая, желтая, зеленая) 0.15х15 мм 380919;380919.0;lC0038781;10;205.3
4464.0;ЭРА изолента ПВХ 15/20 синяя 0.15х15 мм, 20м 190% растяж. 3690 335434;335434.0;lC0036551;100;3737.75
4465.0;ЭРА изолента ПВХ 15/20 черная 0.15х15 мм, 20м 190% растяж. 3676 335433;335433.0;lC0036552;20;747.55
4466.0;ЭРА изолента ПВХ 19/20 белая 0.15х19 мм, 20м 190% растяж. 3591 380916;380916.0;lC0036542;20;1050.82
4467.0;ЭРА изолента ХБ 20/5.5 черная 70г 350мкм от -30С до +30С 7592 476992;476992.0;lБ0002454;19;968.62
4468.0;ЭРА Кабель RG-6U, 75 Ом, Cu d=1.02/(оплётка Cu 64%), PVC, 100 м, белый 873760;873760.0;lБ0044603;300;7024.32
4469.0;ЭРА Кабель-канал 15х10 белый 2м (140м в уп., цена за 1м) KK-W-15-10 9206 686433;686433.0;lБ0031130;140;1860.77
4470.0;ЭРА Кабель-канал 40х40 белый 2м (30м в уп., цена за 1м) KK-W-40-40 9312 686440;686440.0;lБ0031137;30;1786.83
4471.0;ЭРА Кабель-канал 60х40 белый 2м (18м в уп., цена за 1м) KK-W-60-40 9336 686441;686441.0;lБ0031138;18;1603.98
4472.0;ЭРА кабель-канал ПВХ черный 12х12 2м (50м в уп., цена за 1м) KK-B-12-12 61736 871230;871230.0;lБ0061736;50;808.08
4473.0;ЭРА кабель-канал ПВХ черный 15х10 2м (50м в уп., цена за 1м) KK-B-15-10 61737 871231;871231.0;lБ0061737;50;831.48
4474.0;ЭРА колодка 2 гн. 10А (корпус негорючий PP, белый) KX-2  3244 650555;650555.0;lБ0028330;3;170.55
4475.0;ЭРА колодка 2 гн. 10А (корпус негорючий PP, черная) KX-2-B 5334 887428;887428.0;lБ0061660;1;56.85
4476.0;ЭРА колодка 3 гн. 10А (корпус негорючий PP, черная) KX-3-B 5358 887429;887429.0;lБ0061683;3;213.12
4477.0;ЭРА колодка 3 гн. 16А, земля (корпус негорючий PP, белый) KX-3e  3282 650559;650559.0;lБ0028338;4;393.12
4478.0;ЭРА колодка 3 гн. 16А, земля, выкл (корпус негорючий PP, черная) KX-3es-B 5433 887433;887433.0;lБ0061723;5;638.71
4479.0;ЭРА колодка 3 гн. 250В 16А земля (корпус негорючий PP, черная) KX-3e-B 5419 887432;887432.0;lБ0061718;3;293.43
4480.0;ЭРА колодка 4 гн. 250В 16А земля (корпус негорючий PP, черная) KX-4e-B 5457 887434;887434.0;lБ0061730;4;457.34
4481.0;ЭРА колодка ОУ двойная 2 гн. с загл. каучук 2P+E 1x16А 220-240V IP44 красная K-2e-RED 5049 (Турция) 723794;723794.0;lБ0044551;12;2725.63
4482.0;ЭРА колодка ОУ двойная 2 гн. с загл. каучук 2P+E 1x16А 220-240V IP44 черная K-2e-B 4837 (Турция) 723793;723793.0;lБ0044544;18;3988.49
4483.0;ЭРА колодка ОУ тройная 3 гн. с загл. каучук 2P+E 1x16А 220-240V IP44 красная K-3e-RED 5070 (Турция) 723796;723796.0;lБ0044552;18;5215.97
4484.0;ЭРА колодка ОУ тройная 3 гн. с загл. каучук 2P+E 1x16А 220-240V IP44 черная K-3e-B 4868 (Турция) 723795;723795.0;lБ0044545;9;2302.1
4485.0;ЭРА колодка ОУ четверная 4 гн. с загл. каучук 2P+E 1x16А 220-240V IP44 красная K-4e-RED 5100(Турция) 723798;723798.0;lБ0044553;12;5490.21
4486.0;ЭРА Колпачок изолированный СИП CECT4-50 (10шт/уп, цена за шт) 6598 887084;887084.0;lБ0036710;50;776.88
4487.0;ЭРА Крепление фасадное SF-60 (18-55мм) 7016 718573;718573.0;lБ0043125;40;2034.24
4488.0;ЭРА Крюк универсальный CS16 1800кгс до 1кВ (РФ) 8889 663892;663892.0;lБ0029969;5;1160.02
4489.0;ЭРА Лампа AD22DS(LED)матрица d22мм желтый 24В AC/DC 769905;769905.0;lБ0045609;10;615.89
4490.0;ЭРА Лампа AD22DS(LED)матрица d22мм красный 230В 769909;769909.0;lБ0045615;2;112.94
4491.0;ЭРА Лампа AD22DS(LED)матрица d22мм синий 24В AC/DC 769907;769907.0;lБ0045613;10;537.26
4492.0;ЭРА лампа прожект. галогенная J189 R7s 230V 1000W 17х203 J189-1000W-R7s-230V 3154 773452;773452.0;lБ0048496;10;578.45
4493.0;ЭРА Наконечник-гильза изолир. НШВИ Е1508 1,5мм2, красный (уп.100шт, цена за уп) 724642;724642.0;lБ0041453;1;41.04
4494.0;ЭРА Наконечник-гильза изолир. НШВИ Е2508 2,5мм2, синий (уп.100шт, цена за уп) 724644;724644.0;lБ0041455;1;32.51
4495.0;ЭРА Наконечник-гильза НШВИ Е16-12 16мм2 изол. фланец (зеленый) (цена за уп.100шт) NO-570-09 7254 724643;724643.0;lБ0041454;2;262.8
4496.0;ЭРА прожектор св/д 100W (8000lm) 6500K 6K LPR-023-0-65K-100 185х176х37 6189 804921;804921.0;lБ0052026;8;4275.12
4497.0;ЭРА прожектор св/д 10W (800lm) 6500K 6K 6K LPR-023-0-65K-010  81х75х21.5 2617 804916;804916.0;lБ0052021;5;639.91
4498.0;ЭРА прожектор св/д 20W (1600lm) 6500K 6K LPR-023-0-65K-020 103х99х23,5 4178 804917;804917.0;lБ0052022;15;2352.17
4499.0;ЭРА прожектор св/д 30W (2400lm) 6500K 6K LPR-023-0-65K-030 103х99х23,5 4628 804918;804918.0;lБ0052023;3;609.15
4500.0;ЭРА прожектор св/д 30W(2400lm) 6500K 6K 135x148x45 датчик движ. регулир. LPR-041-2-65K-030 2638 711762;711762.0;lБ0043586;2;1279.64
4501.0;ЭРА прожектор св/д 50W (4000lm) 6500K 6K LPR-023-0-65K-050 150х145х24 4680 804919;804919.0;lБ0052024;23;6667.93
4502.0;ЭРА прожектор св/д 50W(4000lm) 6500K 6K 160x184x45 датчик движ. регулир. LPR-041-2-65K-050 3673 711763;711763.0;lБ0043587;2;1754.06
4503.0;ЭРА прожектор св/д 70W (5600lm) 6500K 6K LPR-023-0-65K-070 165х160х35 5489 804920;804920.0;lБ0052025;17;6398.63
4504.0;ЭРА разветвитель (тройник) 2 роз. (10А) +2xUSB (2.4A/5В), (корпус PC) белый SP-2-USB-W 49531 845258;845258.0;lБ0049531;6;2358.72
4505.0;ЭРА разветвитель (тройник) 2 роз. (10А) +2xUSB (2.4A/5В), (корпус PC) черный SP-2-USB-B 49535 845260;845260.0;lБ0049535;2;786.24
4506.0;ЭРА разветвитель (тройник) 2 роз. 10A плоский, белый (пластик премиум) SPx-2-W (РФ) 9873 805770;805770.0;lБ0053480;2;167.95
4507.0;ЭРА разветвитель (тройник) 2 роз. 10А плоский, черный (пластик премиум) SPx-2-B (РФ) 59720 838251;838251.0;lБ0059720;1;84.18
4508.0;ЭРА разветвитель (тройник) 2 роз. 16A белый (поликарбонат) SP-2-W 1611 684033;684033.0;lC0045520;5;724.45
4509.0;ЭРА разветвитель (тройник) 3 роз. 16A белый (поликарбонат) SP-3-W 1642 684035;684035.0;lC0045527;5;929.45
4510.0;ЭРА разветвитель (тройник) 4 роз. (10А) +2xUSB (2.4A/5В), (корпус PC) черный SP-4-USB-B 49536 845261;845261.0;lБ0049536;4;1735.92
4511.0;ЭРА решетка защитная для св-ков SPO, ДПО, (ЛПО 2x36) СПОРТ 1300x235x80 SPO-BAR-1300-200 6221 765540;765540.0;lБ0049260;10;4618.22
4512.0;ЭРА розетка прямая 1 гн. с загл. каучук 2Р+РЕ 1х16А 220-240V IP44 черная K-1e-B-IP44 4806 (Турция) 723791;723791.0;lБ0044543;6;893.32
4513.0;ЭРА св-к антимоскитный S-20м2 5W(100lm) UV акк.2Ah, USB крючок IP60 ERAMF-017976 703712;703712.0;lБ0038598;2;611.27
4514.0;ЭРА св-к накл. спот под лампу GX53 85х80 белый IP20 OL54 WH 61191 884581;884581.0;lБ0061191;15;4595.76
4515.0;ЭРА св-к накл. спот под лампу GX53 85х80 черный IP20 OL54 BK 61192 884580;884580.0;lБ0061192;15;4595.76
4516.0;ЭРА св-к накладной св/д даунлайт 36W (3 100lm) 6500K 6K  без рамки  220х220х44 9918 820590;820590.0;lБ0054343;3;1477.94
4517.0;ЭРА св-к под св/д лампы корпус 2хT8 G13 1240х118х40 метал/проз IP40 ДПО11-2х18 1200 ЛПО2x36 СПО 3048 759545;759545.0;lБ0048428;6;2873.14
4518.0;ЭРА св-к садово-парковый Полярная сова на солн. батарее, полистоун, 19 см 8354 730912;730912.0;lБ0044841;1;1062.92
4519.0;ЭРА св-к св/д SPP-3 20W(1600lm) 4000K 4K 600х64х40 матовый IP65 6416 718356;718356.0;lБ0041973;20;7926.05
4520.0;ЭРА св-к св/д ЖКХ 12W (1140lm) 6500К 6K круг 155х52 IP65 SPB-201-0-65К-012 9601 761249;761249.0;lБ0047620;2;244.23
4521.0;ЭРА св-к св/д ЖКХ 12W (1140lm) 6500К 6K овал 200х98х46 IP65 SPB-202-0-65K-012 0680 761265;761265.0;lБ0047622;5;649.96
4522.0;ЭРА св-к св/д линейный 8W(700lm) 4000K 4K 574х22х37 выкл. шнур вилка 600 LLED-01-08W 1890 555846;555846.0;lБ0017425;13;2235.64
4523.0;ЭРА св-к св/д универс. 36W(3600lm) 6500K 595x595x19 призма драйв EMC IP40 4шт 3г. SPO-6-36-6K-P 5970 688650;688650.0;Б0039056;171;80215.58
4524.0;ЭРА св-к св/д универс. 40W(3600lm) 6500K 1200x180x19 призм драйв EMC IP40 4шт 3г SPO-7-40-6K-P 0843 640789;640789.0;lБ0026973;4;2290.56
4525.0;ЭРА св-к св/д универс. 72W(5000lm) 4000K 1200x180x19 призм драйвер IP40 4шт 2года SPO-7-72-4K-P 0751 641336;641336.0;lБ0026956;8;8171.4
