Unnamed: 0;Аналитика;Код;Артикул;Количество;Себестоимость
20037.0;ЭРА штепсель (разъём) гнездо каучук с крышкой R8-B 2P+PE 1х16А 220-240V черный IP44 4745 (Турция) 736060;736060.0;lБ0044541;15;1860.45
20038.0;ЭРА штепсель (разъём) гнездо каучук с крышкой R8-RED 2P+PE 1х16А 220-240V красный IP44 4950 (Турция) 736061;736061.0;lБ0044548;5;644.75
20039.0;ЭРА штепсель (розетка переносная) под плоскую вилку R2 6А (белый, PC-поликарбонат) 1865 650665;650665.0;lБ0019185;30;2055.6
20040.0;ЭРА Щит (корпус) пласт. монт. панель ЩМП-П 300х200х130 прозр. дверь ударопроч IP65 IK10 (Турция) 807 799351;799351.0;lБ0052352;3;4857.3
20041.0;ЭРА Щит (корпус) пласт. монт. панель ЩМП-П 350х250х150 прозр. дверь ударопроч IP65 IK10 (Турция) 808 799352;799352.0;lБ0052353;2;4483.68
20042.0;ЭРА Щит (корпус) пласт. монт. панель ЩМП-П 500х400х180 прозр. дверь ударопроч IP65 IK10 (Турция) 812 799356;799356.0;lБ0052357;2;9862.56
20043.0;ЭРА Щит (корпус) пласт. монт. панель ЩМП-П 600х400х200 ударопроч. IP65 IK10 (Турция) 8244 799369;799369.0;lБ0052369;1;4663.02
20044.0;ЭРА Щит (корпус) пластик. ЩМП-П 300х200х130мм ударопрочный ABS IK10 IP65 (Турция) 8176 799362;799362.0;lБ0052362;5;6840.9
20045.0;ЭРА Щит (корпус) пластик. ЩМП-П 350х250х150мм ударопрочный ABS IK10 IP65 (Турция) 8183 799363;799363.0;lБ0052363;14;24208.82
20046.0;ЭРА Щит (корпус) пластик. ЩМП-П 400х300х170мм ударопрочный ABS IK10 IP65 (Турция) 8190 799364;799364.0;lБ0052364;8;19800.24
20047.0;ЭРА Щит (корпус) пластик. ЩМП-П 400х300х220мм ударопрочный ABS IK10 IP65 (Турция) 8206 799365;799365.0;lБ0052365;13;37071.96
20048.0;ЭРА Эксперт выкл. ОУ 1 кл. 10A бел. 11-1201-01 (1/16/160) 654778;654778.0;lБ0020653;33;2506.68
20049.0;ЭРА Эксперт выкл. ОУ 1 кл. 10А серый (PC) IP54 11-1401-03 659221;659221.0;lБ0020670;27;5559.96
20050.0;ЭРА Эксперт выкл. ОУ 1 кл. 10А, сл.кость, 11-1201-02, Б0020655 659213;659213.0;lБ0020655;16;1215.36
20051.0;ЭРА Эксперт выкл. ОУ 2 кл. 10A бел. 11-1204-01 (1/16/160) 654779;654779.0;lБ0020663;17;1777.86
20052.0;ЭРА Эксперт выкл. ОУ 2 кл. 10А серый (PC) IP54 11-1404-03 659224;659224.0;lБ0020676;10;2431.3
20053.0;ЭРА Эксперт выкл. ОУ 2 кл. 10А, сл.кость, 11-1204-02, Б0020664 659218;659218.0;lБ0020664;16;1673.28
20054.0;ЭРА Эксперт роз. ОУ 1 мест. 16А бел. (земля) 2P+E Schuko 11-2203-01 (1/16/160) 654780;654780.0;lБ0020685;32;2814.72
20055.0;ЭРА Эксперт роз. ОУ 1 мест. 16А бел. IP54, земля, крышка) 2P+E 11-2401-01 (1/16/160) 637196;637196.0;lБ0020712;16;3279.52
20056.0;ЭРА Эксперт роз. ОУ 1 мест. 16А земля, крышка, серый (PC) IP54 11-2401-03 637197;637197.0;lБ0020713;48;10347.78
20057.0;ЭРА Эксперт роз. ОУ 1 мест. 16А, белый, 11-2201-01, Б0031551 659226;659226.0;lБ0031551;20;1570.8
20058.0;ЭРА Эксперт роз. ОУ 1 мест. 16А, сл.кость, 11-2203-02, Б0020686 659230;659230.0;lБ0020686;16;1407.36
20059.0;ЭРА Эксперт роз. ОУ 2 мест. 16А бел. (земля) 2х2P+E Schuko 11-2205-01 (1/12/120) 654781;654781.0;lБ0020691;24;3135.12
20060.0;ЭРА Эксперт роз. ОУ 2 мест. 16А бел. 11-2202-01 637191;637191.0;lБ0020682;18;1903.14
20061.0;ЭРА Эксперт роз. ОУ 2 мест. 16А земля, крышка, серый (PC) IP54 11-2403-03 659251;659251.0;lБ0020717;18;6367.48
20062.0;ЭРА Эксперт роз. ОУ 2 мест. 16А, земля, сл.кость, 11-2205-02, Б0020692 659234;659234.0;lБ0020692;12;1567.44
20063.0;ЭРА Эксперт роз. ОУ 3 мест. 16А бел. (земля) 3х2P+E Schuko 11-2208-01 (1/6/60) 659163;659163.0;lБ0020700;6;1551.66
20064.0;ЭРА Эксперт роз. ОУ 3 мест. 16А земля, крышка, серый (PC) IP54 11-2405-03 659254;659254.0;lБ0020721;10;5608.2
20065.0;ЭРА Эксперт роз. ОУ 3 мест. 16А, белый, 11-2207-01, Б0020697 659238;659238.0;lБ0020697;8;1460.72
;Нальчик;;;15382;592707.98
20066.0;"""Станок для бритья мужской 5 лезв. + 4 смен. кассеты,  2030 Kodak 785906";785906.0;lБ0051169;3;978.6
20067.0;"GREEN APPLE GWGH2-031 Шланг усил. ПВХ арм. G3/4"" (19мм) 20м, 3-х сл., 30бар (-20+60) Германия 656258";656258.0;lБ0032829;2;3213.24
20068.0;Intro Plano выкл. СУ 1 кл. 10А, 250В, белый, 1-101-01 6495 833475;833475.0;lБ0053721;10;605.4
20069.0;Intro Plano роз. СУ 1 мест. 16А, 250В (земля, керамика) белый, 1-202-01 1444 814769;814769.0;lБ0053874;10;753.6
20070.0;Intro Plano роз. СУ 1 мест. 16А, 250В (керамика) белый, 1-201-01 1109 814767;814767.0;lБ0053859;20;1282.8
20071.0;Intro Plano роз. СУ 2 мест. 16А, 250В (земля, керамика) белый, 1-205-01 2533 814781;814781.0;lБ0053915;10;960
20072.0;Intro Plano роз. СУ 2 мест. 16А, 250В (керамика) белый, 1-204-01 2007 814774;814774.0;lБ0053904;10;839.4
20073.0;Лампа люмин. Philips T8 G13 18W 6500 590x26 TL-D 6K 18W/54-765 ((25!) 1979;1979.0;928047305451;50;3183.5
20074.0;Лампа люмин. Philips T8 G13 36W 4000 1200x26 TL-D 4K 36W/33-640 (25!) 1980;1980.0;928048503351;25;2094.5
20075.0;Rivoli Люстра 4087-305 Dolores 5xЕ14 40W 630x630x425 52482 884075;884075.0;lБ0052482;1;5201.94
20076.0;Rivoli Люстра 7054-735 Maira 5xЕ14 40W 525x525x240 54697 884081;884081.0;lБ0054697;1;3322.8
20077.0;Rivoli Люстра св/д 6107-109 Marion 132W LED 2800K-6200K 2K-6K с ПДУ 765x580x150 60834 884067;884067.0;lБ0060834;2;7430.52
20078.0;Rivoli Люстра св/д 6111-101 Nancy 100W LED 2800K-6200K 2K-6K с ПДУ 655x655x85 60847 884068;884068.0;lБ0060847;2;6573
20079.0;Rivoli Подвес 4159-201 Elsa 1xGU10 25W 80x80x900 55021 884088;884088.0;lБ0055021;4;5846.16
20080.0;Rivoli св-к люстра св/д упр. Lori 6103-101 LED 3650K-4850K 2K-4K 83W(6225lm) с ПДУ 65х475 59011 865276;865276.0;lБ0059011;2;7727.16
20081.0;Rivoli св-к люстра св/д упр. Marion 6108-106 108W(8100lm) 2800-6000K 2K-4К-6K ПДУ 620x620x120 60835 884092;884092.0;lБ0060835;1;2820.71
20082.0;Rivoli св-к люстра св/д упр. Megan 6110-107 106W(7950lm) 2800-6000K 2K-4К-6K ПДУ 700x700x120 60842 884093;884093.0;lБ0060842;2;5921.4
20083.0;Rivoli св-к св/д потолочный Julia 6080-401 130W(9750lm) 2K-4K-6K пульт ДУ 700х610х65 61832 887564;887564.0;lБ0061832;2;9159.12
20084.0;Клей Гель СИЛА 29 Универсальный прозрачный 30мл (шоубокс 12шт) SGTB-30 6040 680634;680634.0;lБ0034922;26;1293.24
20085.0;Клей СИЛА 29 Эпоксидный ПЛАСТИЛИН холодная сварка 55г. туба BL1 (шоубокс 12шт) SEPBL1-55 8099 645807;645807.0;lБ0013934;8;870.72
20086.0;Клей СИЛА обувной 15мл BL1 (шоубокс 12шт) SSBL1-15 2410 485492;485492.0;lБ0002921;3;98.46
20087.0;Клей СИЛА Универсальный 15мл прозрачный BL1 (шоубокс 12шт) SUBL1-15 1125 485491;485491.0;lБ0002919;2;65.64
20088.0;Клей СИЛА Эпоксидный 6мл, шприц, прозрачн. BL1 SEBL1-6 1064 463012;463012.0;lБ0002922;3;189.36
20089.0;Паяльник 100Вт/220V с деревянной рукояткой ЭПСН 230V 100W  PL-R01-100W ЭРА, 1009 784114;784114.0;lБ0046955;1;229.33
20090.0;Паяльник 40Вт/220V с деревянной рукояткой ЭПСН 230V 40W  PL-R01-40W ЭРА, 0941 784113;784113.0;lБ0046952;2;328.82
20091.0;Паяльник 80Вт/220V с деревянной рукояткой ЭПСН 230V 80W  PL-R01-80W ЭРА, 0989 784116;784116.0;lБ0046954;1;216.91
20092.0;Супер-Клей СИЛА 505 3г BL12 блистер-лента (цена за 1шт, отгрузка кратно 12шт) 505-3 3247 678834;678834.0;lБ0033119;72;907.2
20093.0;СИЛА Лента герметизирующая SFLEX-1015B ремонтная сверхсильная 10 см х 1.5 м черная 7264 792116;792116.0;lБ0050342;11;2314.62
20094.0;СИЛА Лента герметизирующая SFLEX-1015W ремонтная сверхсильная 10 см х 1.5 м прозрачная 792117;792117.0;lБ0050343;19;3997.98
20095.0;Супер-Клей Гель СИЛА 3г BL12 блистер-карта (цена за 1шт, отгрузка кратно 12шт) SSGBL12-3 0771 335425;335425.0;lC0042300;216;5819.04
20096.0;Супер-Клей СИЛА 29 1г BL12 лента (цена за 1шт, отгрузка кратно 12шт) SSBL12-1 5999 680635;680635.0;lБ0034921;48;443.52
20097.0;Супер-Клей СИЛА 29 6г BL1 (шоубокс 12шт) SSBL1-6 9904 680636;680636.0;lБ0034923;27;1171.26
20098.0;Супер-Клей СИЛА 505 6г туба кор. 505-6 3261 680577;680577.0;lБ0033120;12;319.83
20099.0;Супер-Клей СИЛА Сверхпрочный 1г (уп. 6шт, цена за 1уп.) SBL1-6 1033 485490;485490.0;lC0045533;3;193.14
20100.0;Супер-Клей СИЛА Сверхпрочный 3г BL12 (цена за 1шт, лента по 12шт) SSBL12-3 6030 381313;381313.0;lC0042302;180;3132
20101.0;Супер-Клей СИЛА Сверхпрочный 3г+ Антиклей 3г, BL1 SABL1-33 2826 408195;408195.0;lC0039400;2;120.6
20102.0;ТРОФИ фонарь налобный TG1 1W (80lm) акк. (0.5Ah), луч 50м, 7 ч раб. 4991 805368;805368.0;lБ0053033;2;284.08
20103.0;ТРОФИ фонарь-прожектор PA-504 1W SMD LED + боковой светильник 24 SMD LED, 2режима, акк. 1000mAh 8205 776846;776846.0;lБ0042439;1;335.11
20104.0;Элемент питания Kodak 6F22 крона BL1 4689;4689.0;lБ0005137;5;251.4
20105.0;Элемент питания Kodak MAX Lithium CR2032 BL5 618595;618595.0;lБ0018717;10;282
20106.0;Элемент питания Kodak MAX LR03/286 BL4 4943;4943.0;lБ0005124;20;614.4
20107.0;Элемент питания Kodak MAX LR6/316 BL4 4944;4944.0;lБ0005120;20;614.4
20108.0;Элемент питания Kodak R03/286 BL4 59334;59334.0;lБ0005118;240;2476.8
20109.0;Элемент питания Kodak R6/316 BL4 3462;3462.0;lБ0005119;400;4128
20110.0;Э/п Kodak XTRALIFE LR03/286 12BL perforated (6x2BL) 696949;696949.0;lБ0038793;12;281.52
20111.0;Э/п Kodak XTRALIFE LR6/316 12BL perforated (6x2BL) 696948;696948.0;lБ0038794;24;563.04
20112.0;Э/п Philips литиевые CR2032 2BL CR2032P2/51 888544;888544.0;lБ0062716;20;1412.4
20113.0;Э/п Philips LR03/286/AAA алкалиновые 1,5v 4BL Power  LR03P4B/51 888546;888546.0;lБ0062736;16;565.44
20114.0;Э/п Philips LR20/373 алкалиновые 2BL Power LR20P2B/51 888548;888548.0;lБ0062732;24;3395.52
20115.0;Э/п Philips LR6/316/AA алкалиновые 1,5v 4BL Power LR6P4B/51 888550;888550.0;lБ0062746;36;1272.24
20116.0;ЭРА 12 мех. выкл. СУ 2 кл. 10А черный, автоклеммы 12-1104-06 0295 553461;553461.0;lБ0014650;1;141.46
20117.0;ЭРА 12 мех. роз. TV, СУ 1 мест. бел. автоклеммы 12-3101-01 0844 553522;553522.0;lБ0014705;10;1443.95
20118.0;ЭРА 12 мех. роз. комп. СУ 1 мест. RJ45 Бел. автоклеммы 12-3107-01 1025 553632;553632.0;lБ0014723;5;1599.65
20119.0;ЭРА 12 мех. роз. комп. СУ 1 мест. RJ45, черный, автоклеммы 12-3107-06 1070 553637;553637.0;lБ0014728;1;473.42
20120.0;ЭРА 12 мех. роз. СУ 1 мест. 16А бел. автоклеммы 12-2105-01 6462 553516;553516.0;lБ0018254;70;5548.2
20121.0;ЭРА 12 мех. роз. СУ 1 мест. 16А земля Бел. автоклеммы 12-2101-01 0547 553492;553492.0;lБ0014675;20;1894.8
20122.0;ЭРА 12 мех. роз. СУ 1 мест. 16А земля, черный, автоклеммы 12-2101-06 0592 553497;553497.0;lБ0014680;10;1202.38
20123.0;ЭРА 12 рамка СУ 1 мест. черный, 12-5001-06 1254 553661;553661.0;lБ0014746;5;149.24
20124.0;ЭРА 12 рамка СУ 2 мест. бел. 12-5002-01 1308 553666;553666.0;lБ0014751;20;901.2
20125.0;ЭРА 12 рамка СУ 2 мест. черный, 12-5002-06 1353 553671;553671.0;lБ0014756;1;48.54
20126.0;ЭРА 12 рамка СУ 4 мест. черный, 12-5004-06 2367 553691;553691.0;lБ0014776;1;151.71
20127.0;Эра 14-1101-01 СУ выкл. 10АХ-250В,  Elegance, белый 3233 682163;682163.0;lБ0034207;3;276.04
20128.0;Эра 14-1101-02 СУ выкл. 10АХ-250В,  Elegance, сл.кость 3240 682164;682164.0;lБ0034208;4;367.9
20129.0;Эра 14-1101-04 СУ выкл. 10АХ-250В,  Elegance, шампань 3264 682166;682166.0;lБ0034211;2;284.42
20130.0;Эра 14-1104-01 СУ выкл. 2 кл., 10АХ-250В,  Elegance, белый 3417 682178;682178.0;lБ0034229;1;122.05
20131.0;Эра 14-1104-04 СУ выкл. 2 кл., 10АХ-250В,  Elegance, шампань 3448 682181;682181.0;lБ0034233;3;550.29
20132.0;Эра 14-2101-01 СУ роз. 1 мест. земля 16A-250В,  Elegance, белый 3714 682203;682203.0;lБ0034264;2;211.05
20133.0;Эра 14-2101-04 СУ роз. 1 мест. земля 16A-250В,  Elegance, шампань 3745 682206;682206.0;lБ0034268;4;607.24
20134.0;ЭРА 14-2105-02 СУ роз. 1 мест. 16A-250В,  Elegance, сл.кость 3905 738408;738408.0;lБ0034285;2;176.44
20135.0;Эра 14-3107-02 СУ роз. RJ45,  сл.кость 4087 682224;682224.0;lБ0034303;1;354.48
20136.0;ЭРА 14-3108-02 СУ роз. 2хRJ45,  Elegance, сл.кость 4148 738417;738417.0;lБ0034309;1;435.62
20137.0;Эра 14-5101-04 СУ Рамка на 1 пост, стекло, Elegance, шампань+шамп 5077 682292;682292.0;lБ0034473;3;1386.62
20138.0;Эра 14-5101-22 СУ Рамка на 1 пост, стекло, Elegance, оранжевый+бел 5114 682296;682296.0;lБ0034477;3;1386.54
20139.0;Эра 14-5102-02 СУ Рамка на 2 поста, стекло, Elegance, сл.кость+сл.к 5237 682308;682308.0;lБ0034489;2;1526.02
20140.0;Эра 14-5301-09 СУ Рамка на 1 пост, дерево, Elegance, дуб+сл.кость 6029 682385;682385.0;lБ0034568;2;964.32
20141.0;Эра 14-5302-09 СУ Рамка на 2 поста, дерево, Elegance, дуб+сл.кость 6081 682391;682391.0;lБ0034574;1;852.04
20142.0;ЭРА Bionic звонок беспроводной цифр.100м, 36мелод+рег.громк 2хАА/СR2032 с кнопкой IP44 белый BL 0666 555420;555420.0;lБ0017748;1;551.12
20143.0;ЭРА C27-2 звонок беспроводной цифр. 100м, 6 мелодий, 2 динам, 2хAA/A23 с кнопкой IP44 бел. BL 2624 232030;232030.0;lБ0018969;1;695.19
20144.0;ЭРА ECO ЛОН A60 E27 10W(800lm) 4000 4K 140х60 R A60-10W-840-E27 0488 763773;763773.0;lБ0049635;10;353.4
20145.0;ЭРА ECO ЛОН A60 E27 10W(800lm) 6500K 6K 112х60 A60-10W-865-E27 5376 734612;734612.0;lБ0045324;10;353.4
20146.0;ЭРА ECO ЛОН A60 E27 15W(1200lm) 6500K 6K 116х60 A60-15W-865-E27 7769 734616;734616.0;lБ0046357;20;866.4
20147.0;ЭРА ECO ЛОН A65 E27 20W(1600lm) 6500K 6K 132х65 A65-20W-865-E27 5437 734619;734619.0;lБ0045326;30;1504.8
20148.0;ЭРА ECO ЛОН A65 E27 25W(2000Lm) 4000K 4K 132х63 A65-25W-840-E27 R 8723 765446;765446.0;lБ0048010;10;684
20149.0;ЭРА ECO ЛОН A65 E27 25W(2000lm) 6500K 132х65 A65-25W-865-E27 8754 763796;763796.0;lБ0048011;10;684
20150.0;ЭРА ECO свеча B35 E14 10W(800lm) 4000K 4K R B35-10w-840-E14 0822 782929;782929.0;lБ0049642;50;1875
20151.0;ЭРА ECO свеча B35 E27 10W(800lm) 6500K 6K 100х37 B35-10W-865-E27 5796 734625;734625.0;lБ0045338;70;2625
20152.0;ЭРА ECO шар P45 E27 10W(800lm) 6500K 6K 90х45 P45-10W-865-E27 6304 734641;734641.0;lБ0045355;40;1500
20153.0;ЭРА FR-1 Рамка для намотки провода ДхШхВ 410х160х30мм БОЛЬШАЯ удлинителя пластик 2400 736043;736043.0;lБ0047877;10;361.2
20154.0;ЭРА GOFR-16-25-HD Гофра ПНД (черный) ПНД d 16мм с зонд. легкая 25м 5609 686395;686395.0;lБ0020119;500;5367.6
20155.0;ЭРА GOFR-20-25-HD Гофра ПНД (черный) ПНД d 20мм с зонд. легкая 25м 5623 686401;686401.0;lБ0020120;500;7125.6
20156.0;ЭРА GX53 H4 св-к Белый 38x106(90) (кратно 10!) KL35 WН-10/1 3565 782827;782827.0;lБ0048950;50;1974.5
20157.0;ЭРА GX53 H4 св-к Хром 38x106(90) (кратно 10!) KL35 CН-10/1 3503 782826;782826.0;lБ0048948;30;1240.2
20158.0;ЭРА KK-O-15-10 Кабель-канал 15х10 дуб (140м.) 9633 686414;686414.0;lБ0031153;140;2977.8
20159.0;ЭРА KK-P-15-10 Кабель-канал 15х10 сосна (140м.) 9473 686422;686422.0;lБ0031145;140;2977.8
20160.0;ЭРА KOR-100-100-50-8 кор. распаячн. ОУ КОР 100х100х50мм без гермовводов 8 вх. IP54 1461 686445;686445.0;lБ0037440;50;2121
20161.0;ЭРА KOR-100-100-50-8g кор. распаячн. ОУ КОР 100х100х50мм с гермовводами 8 вх. IP54 1485 686446;686446.0;lБ0037441;10;469.8
20162.0;ЭРА KOR-65-65-50-4 кор. распаячн. ОУ КОР 65х65х50мм без гермовводов 4 вх. IP54 1546 686448;686448.0;lБ0037444;80;1780.8
20163.0;ЭРА KOR-80-80-50-7g кор. распаячн. ОУ КОР 80х80х50мм с гермовводами 7 вх. IP54 1522 686451;686451.0;lБ0037443;70;2305.8
20164.0;ЭРА KOR-85-40-4g кор. распаячн. ОУ КОР 85х40мм с гермовводами 4 вх. IP54 1607 686452;686452.0;lБ0037447;40;1197.6
20165.0;ЭРА KUP-68-45-blue кор. уст. КУП 68х45мм для полых стен саморез. пласт. лапк. синяя IP30 1324 686455;686455.0;lБ0037430;250;2145
20166.0;ЭРА KUT-68-45-blue кор. уст. КУТ 68х45мм для твердых стен саморез. синяя IP20 1300 686457;686457.0;lБ0037429;1180;8779.2
20167.0;ЭРА KUTS-68-45-blue кор. Уст. КУТС 68х45мм для твердых стен саморез., стык. узлы синяя IP20 7233 686458;686458.0;lБ0039186;900;6372
20168.0;ЭРА KUTS-68-60-blue кор. Уст. КУТС 68х60мм для твердых стен саморез., стык. узлы синяя IP20 7257 686459;686459.0;lБ0039187;30;275.4
20169.0;ЭРА N-211 св-к настольный на основании 40W E27 h270 металл/пластик бел N-211-E27-40W-W (пакет) 7761 700440;700440.0;lБ0035055;1;233.7
20170.0;ЭРА NLED-500 св-к св/д настольный 10W 2К-4К-6K сенс, диммер, белый, под кожу 57192 857998;857998.0;lБ0057192;1;657.57
20171.0;ЭРА NLED-500 св-к св/д настольный 10W 2К-4К-6K сенс, диммер, черный, под кожу 57193 857997;857997.0;lБ0057193;1;657.56
20172.0;ЭРА PRO150BLACK изолента ПВХ 19/20 черная 0.15х19 мм, 20м (-50°С +90°С) 220% растяж 6023 646559;646559.0;lБ0027917;30;1708.2
20173.0;ЭРА SIMPLE автоматический выкл. ВА47-29 1P 16А 4,5кА х-ка C mod-03 715046;715046.0;lБ0039220;12;574.56
20174.0;ЭРА SIMPLE автоматический выкл. ВА47-29 1P 25А 4,5кА х-ка C mod-05 715048;715048.0;lБ0039222;24;1303.2
20175.0;ЭРА SIMPLE бокс (корпус) пластик КМПн 1/4, без крышки 4 мод. наружн. опломбировка 897418;897418.0;lБ0062282;3;84.06
20176.0;ЭРА SIMPLE бокс (корпус) пластик КМПн- 5 мод. (ЩРН) навесной, опломбировка, серый IP65 737606;737606.0;lБ0046404;2;766.72
20177.0;ЭРА SIMPLE бокс (корпус) пластик ЩРВ-П- 6 мод. встраиваемый IP41 699259;699259.0;lБ0041510;3;991.47
20178.0;ЭРА SIMPLE бокс (корпус) пластик ЩРВ-П- 8 мод. встраиваемый IP41 699261;699261.0;lБ0041511;1;335.59
20179.0;ЭРА SIMPLE бокс (корпус) пластик ЩРВ-П-12 мод. встраиваемый IP41 699247;699247.0;lБ0041513;2;886.48
20180.0;ЭРА SIMPLE бокс (корпус) пластик ЩРН-П- 6 мод. навесной БЕЛЫЙ с дымчатой дверцей IP41 9029 699260;699260.0;lБ0041522;2;613.68
20181.0;ЭРА SIMPLE бокс (корпус) пластик ЩРН-П- 8 мод. навесной БЕЛЫЙ с дымчатой дверцей IP41 9043 699262;699262.0;lБ0041523;2;725.28
20182.0;ЭРА SIMPLE бокс (корпус) пластик ЩРН-П-12 мод. навесной БЕЛЫЙ с дымчатой дверцей IP41 9081 699248;699248.0;lБ0041525;3;1302.5
20183.0;ЭРА SIMPLE бокс (корпус) пластик ЩРН-П-15 мод. навесной БЕЛЫЙ с дымчатой дверцей IP41 699250;699250.0;lБ0041526;1;605.49
20184.0;ЭРА SIMPLE щит (корпус) метал. ЩРН-18 навесной (300х400х120) IP31 724657;724657.0;lБ0041674;2;2171.84
20185.0;ЭРА SIMPLE щит (корпус) метал. ЩРН-24 навесной (330х300х120) IP31 715024;715024.0;lБ0041675;2;1964.96
20186.0;ЭРА SIMPLE щит (корпус) метал. ЩРН-24 навесной (330х300х120) IP54 724659;724659.0;lБ0041690;1;1721.65
20187.0;ЭРА SPB-6 Slim 4 св-к св/д декоративный 15W(900Lm) 6500K 6K 210х50 1698 797898;797898.0;lБ0050385;2;428.24
20188.0;ЭРА SPB-6 св/д декоративный 50W(3200lm) 6500K 6K Element 430х110 8492 814526;814526.0;lБ0054486;1;986.62
20189.0;ЭРА Trend бокс (корпус) пластик ЩРВ-П-06 мод. встраиваемый IP40 Турция 813104;813104.0;lБ0052631;3;987.33
20190.0;ЭРА Trend бокс (корпус) пластик ЩРВ-П-08 мод. встраиваемый IP40 Турция 813103;813103.0;lБ0052632;1;381.92
20191.0;ЭРА Trend бокс (корпус) пластик ЩРВ-П-12 мод. встраиваемый IP40 Турция 813102;813102.0;lБ0052633;2;1009.08
20192.0;ЭРА Trend бокс (корпус) пластик ЩРН-П-06 мод. навесной IP41 Турция 813098;813098.0;lБ0052637;2;731.18
20193.0;ЭРА Trend бокс (корпус) пластик ЩРН-П-08 мод. навесной IP41 Турция 813097;813097.0;lБ0052638;5;2082.96
20194.0;ЭРА Trend бокс (корпус) пластик ЩРН-П-12 мод. навесной IP41 Турция 813096;813096.0;lБ0052639;2;1094.58
20195.0;ЭРА Vx2-W Вилка 16A (земля, прямая, белая) (24/240/5040) 0126 698544;698544.0;lБ0039673;5;182.4
20196.0;ЭРА Y-192 кор. распаячн. скрытой установки У192 102х30мм IP20 1645 686507;686507.0;lБ0037460;10;175.8
20197.0;ЭРА бокс (корпус) пластик КМПн 1/2 белый с прозр.крышкой (Уп. 56шт.) (штр.код только на гр.уп.)5060 800028;800028.0;lБ0051470;10;832.8
20198.0;ЭРА бокс (корпус) пластик КМПн 2/4 белый с прозр.крышкой (Уп. 28 шт.) (штр.код только на гр.уп.)5275 800029;800029.0;lБ0051471;5;510
20199.0;ЭРА Вилка Vx1-B 10А (прямая, черная, АBS-пластик) 0096 698541;698541.0;lБ0039672;10;245.4
20200.0;ЭРА Вилка Vx3-W 16А (земля, угловая, белая) 0270 698546;698546.0;lБ0039678;15;495.9
20201.0;ЭРА Вилка Vx4-W 16А (земля, угловая с кольцом, белая) 0218 698548;698548.0;lБ0039676;10;370.8
20202.0;ЭРА вилка прямая каучук 2P+PE 1х16А 220-240V IP44 красная  VX10-R-IP44 (РБ)  5879 819371;819371.0;lБ0055415;17;1052.64
20203.0;ЭРА вилка прямая каучук 2P+PE 1х16А 220-240V IP44 черная VX10-B-IP44 (РБ) 5855 819370;819370.0;lБ0055414;62;3727.44
20204.0;ЭРА вилка прямая каучук 2P+PE 1х16А 220-240V красная IP44 V8-RED 4929 (Турция) 736063;736063.0;lБ0044547;5;445.2
20205.0;ЭРА вилка угловая каучук 2P+PE 1х16А 220-240V черная IP44 V9-B 4776 (Турция) 736064;736064.0;lБ0044542;15;1409.4
20206.0;ЭРА вилка угловая каучук 2Р+РЕ 1х16А 220-240V красная VX11-R-IP44 (РБ) 5916 819373;819373.0;lБ0055417;7;468.72
20207.0;ЭРА вилка угловая с кольцом каучук 2Р+РЕ 1х16А 220-240V черная VX11-B-IP44 (РБ) 5893 819372;819372.0;lБ0055416;32;2039.04
20208.0;ЭРА Зажим прокалывающий ответвительный P1X-16-95 (16-95/1,5-16) 6014 715204;715204.0;lБ0037745;10;865.2
20209.0;ЭРА Зажим прокалывающий ответвительный P2X-95 (16-95мм2 /2,5-35мм2) до 1кВ SLIW54 (РФ) 8476 663875;663875.0;lБ0029962;5;554.1
20210.0;ЭРА звонок беспроводной A04 100м, 32 мелодии, 3хААА/A23 с кнопкой, индик., белый, IP20, BL 6858 813506;813506.0;lБ0053278;2;501.74
20211.0;ЭРА звонок беспроводной A05 100м, 32 мелодии, 3хААА/A23 с кнопкой, индик., белый, IP20, BL 6896 813507;813507.0;lБ0053279;4;1088.2
20212.0;Эра звонок беспроводной C95 , 52 мелод., с кнопкой, 200 м, от сети/A23, белый 6918 820124;820124.0;lБ0054088;2;1134.04
20213.0;ЭРА изолента ПВХ 19/20 синяя 0.15х19 мм, 20м 190% растяж. 3553 335436;335436.0;lC0036539;10;505.2
20214.0;ЭРА изолента ПВХ 19/20 черная 0.15х19 мм, 20м 190% растяж. 3539 335435;335435.0;lC0036540;20;1010.4
20215.0;ЭРА изолента ХБ 20/5.5 черная 70г 350мкм от -30С до +30С 7592 476992;476992.0;lБ0002454;3;147.06
20216.0;ЭРА Кабель-канал 16х16 белый 2м (100м в уп., цена за 1м) KK-W-16-16 9176 686434;686434.0;lБ0031131;100;1680
20217.0;ЭРА Кабель-канал 25х16 белый 2м (60м в уп., цена за 1м) KK-W-25-16 9220 686436;686436.0;lБ0031133;60;1512
20218.0;ЭРА Кабель-канал 25х25 белый 2м (50м в уп., цена за 1м) KK-W-25-25 9251 686437;686437.0;lБ0031134;50;1645.5
20219.0;ЭРА кабель-канал ПВХ черный 15х10 2м (50м в уп., цена за 1м) KK-B-15-10 61737 871231;871231.0;lБ0061737;50;799.5
20220.0;ЭРА кабель-канал ПВХ черный 20х10 2м (50м в уп., цена за 1м) KK-B-20-10 61739 871233;871233.0;lБ0061739;50;1041
20221.0;ЭРА кабель-канал ПВХ черный 25х16 2м (50м в уп., цена за 1м) KK-B-25-16 61740 871234;871234.0;lБ0061740;50;1617
